scope,key,metric,v2,v3,absolute_difference,tolerance,within_tolerance
metrics.csv,noise_1pct|test|42,r2,0.4052302143040945,0.4052302143040945,0.0,0.0001,True
metrics.csv,noise_1pct|test|42,vehicle_macro_mae_ah,3.59995485166178,3.59995485166178,0.0,0.0001,True
metrics.csv,noise_5pct|validation|42,n,2864.0,2864.0,0.0,0.0,True
metrics.csv,noise_5pct|validation|42,vehicles,2.0,2.0,0.0,0.0,True
metrics.csv,noise_5pct|validation|42,mae_ah,2.8973328453927847,2.8973328453927847,0.0,0.0001,True
metrics.csv,noise_5pct|validation|42,rmse_ah,3.907622711387478,3.907622711387478,0.0,0.0001,True
metrics.csv,noise_5pct|validation|42,r2,0.4532661463259055,0.4532661463259055,0.0,0.0001,True
metrics.csv,noise_5pct|validation|42,vehicle_macro_mae_ah,2.906907301341437,2.906907301341437,0.0,0.0001,True
metrics.csv,noise_5pct|test|42,n,5982.0,5982.0,0.0,0.0,True
metrics.csv,noise_5pct|test|42,vehicles,4.0,4.0,0.0,0.0,True
metrics.csv,noise_5pct|test|42,mae_ah,3.8807084955287294,3.8807084955287294,0.0,0.0001,True
metrics.csv,noise_5pct|test|42,rmse_ah,5.202154356692434,5.202154356692434,0.0,0.0001,True
metrics.csv,noise_5pct|test|42,r2,0.3277712930695035,0.3277712930695035,0.0,0.0001,True
metrics.csv,noise_5pct|test|42,vehicle_macro_mae_ah,3.8662471234442,3.8662471234442,0.0,0.0001,True
metrics.csv,missing_10pct|validation|42,n,2864.0,2864.0,0.0,0.0,True
metrics.csv,missing_10pct|validation|42,vehicles,2.0,2.0,0.0,0.0,True
metrics.csv,missing_10pct|validation|42,mae_ah,2.8939360793981126,2.893936079398112,4.440892098500626e-16,0.0001,True
metrics.csv,missing_10pct|validation|42,rmse_ah,3.954056843538508,3.954056843538508,0.0,0.0001,True
metrics.csv,missing_10pct|validation|42,r2,0.4401953096854762,0.4401953096854764,1.6653345369377348e-16,0.0001,True
metrics.csv,missing_10pct|validation|42,vehicle_macro_mae_ah,2.9077357169591616,2.9077357169591616,0.0,0.0001,True
metrics.csv,missing_10pct|test|42,n,5982.0,5982.0,0.0,0.0,True
metrics.csv,missing_10pct|test|42,vehicles,4.0,4.0,0.0,0.0,True
metrics.csv,missing_10pct|test|42,mae_ah,3.9006591930282233,3.9006591930282233,0.0,0.0001,True
metrics.csv,missing_10pct|test|42,rmse_ah,5.188603184754696,5.188603184754695,8.881784197001252e-16,0.0001,True
metrics.csv,missing_10pct|test|42,r2,0.3312689294117373,0.3312689294117374,1.1102230246251565e-16,0.0001,True
metrics.csv,missing_10pct|test|42,vehicle_macro_mae_ah,3.886739618382118,3.886739618382118,0.0,0.0001,True
group_cv.csv,train_mean|1,n,4473.0,4473.0,0.0,0.0,True
group_cv.csv,train_mean|1,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,train_mean|1,mae_ah,4.699940417515587,4.699940417515587,0.0,0.0001,True
group_cv.csv,train_mean|1,rmse_ah,5.573569302406702,5.573569302406702,0.0,0.0001,True
group_cv.csv,train_mean|1,r2,-0.004486730495357,-0.004486730495357,0.0,0.0001,True
group_cv.csv,train_mean|1,vehicle_macro_mae_ah,4.707654595844159,4.707654595844159,0.0,0.0001,True
group_cv.csv,ridge|1,n,4473.0,4473.0,0.0,0.0,True
group_cv.csv,ridge|1,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,ridge|1,mae_ah,4.064888479240445,4.064888479240445,0.0,0.0001,True
group_cv.csv,ridge|1,rmse_ah,5.0860708393311125,5.0860708393311125,0.0,0.0001,True
group_cv.csv,ridge|1,r2,0.1635457302009496,0.1635457302009496,0.0,0.0001,True
group_cv.csv,ridge|1,vehicle_macro_mae_ah,4.0839275687854295,4.0839275687854295,0.0,0.0001,True
group_cv.csv,random_forest|1,n,4473.0,4473.0,0.0,0.0,True
group_cv.csv,random_forest|1,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,random_forest|1,mae_ah,3.1798731786015417,3.1798731786015417,0.0,0.0001,True
group_cv.csv,random_forest|1,rmse_ah,4.176657655436218,4.176657655436218,0.0,0.0001,True
group_cv.csv,random_forest|1,r2,0.435927208864395,0.435927208864395,0.0,0.0001,True
group_cv.csv,random_forest|1,vehicle_macro_mae_ah,3.193449462522528,3.193449462522528,0.0,0.0001,True
group_cv.csv,train_mean|2,n,4508.0,4508.0,0.0,0.0,True
group_cv.csv,train_mean|2,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,train_mean|2,mae_ah,4.38874443600533,4.38874443600533,0.0,0.0001,True
group_cv.csv,train_mean|2,rmse_ah,5.483338821627996,5.483338821627996,0.0,0.0001,True
group_cv.csv,train_mean|2,r2,-0.0001231331091275,-0.0001231331091275,0.0,0.0001,True
group_cv.csv,train_mean|2,vehicle_macro_mae_ah,4.394358441690134,4.394358441690134,0.0,0.0001,True
group_cv.csv,ridge|2,n,4508.0,4508.0,0.0,0.0,True
group_cv.csv,ridge|2,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,ridge|2,mae_ah,3.893535582417829,3.893535582417829,0.0,0.0001,True
group_cv.csv,ridge|2,rmse_ah,4.8733766785443375,4.8733766785443375,0.0,0.0001,True
group_cv.csv,ridge|2,r2,0.2100069518785484,0.2100069518785484,0.0,0.0001,True
group_cv.csv,ridge|2,vehicle_macro_mae_ah,3.8995596060617097,3.8995596060617097,0.0,0.0001,True
group_cv.csv,random_forest|2,n,4508.0,4508.0,0.0,0.0,True
group_cv.csv,random_forest|2,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,random_forest|2,mae_ah,3.053759718392439,3.053759718392439,0.0,0.0001,True
group_cv.csv,random_forest|2,rmse_ah,4.186859032090402,4.186859032090402,0.0,0.0001,True
group_cv.csv,random_forest|2,r2,0.4169041024840089,0.4169041024840089,0.0,0.0001,True
group_cv.csv,random_forest|2,vehicle_macro_mae_ah,3.059522706973899,3.059522706973899,0.0,0.0001,True
group_cv.csv,train_mean|3,n,3051.0,3051.0,0.0,0.0,True
group_cv.csv,train_mean|3,vehicles,2.0,2.0,0.0,0.0,True
group_cv.csv,train_mean|3,mae_ah,5.095125092544328,5.095125092544328,0.0,0.0001,True
group_cv.csv,train_mean|3,rmse_ah,5.9772335995916,5.9772335995916,0.0,0.0001,True
group_cv.csv,train_mean|3,r2,-0.0119629923799795,-0.0119629923799795,0.0,0.0001,True
group_cv.csv,train_mean|3,vehicle_macro_mae_ah,5.099913705646673,5.099913705646673,0.0,0.0001,True
group_cv.csv,ridge|3,n,3051.0,3051.0,0.0,0.0,True
group_cv.csv,ridge|3,vehicles,2.0,2.0,0.0,0.0,True
group_cv.csv,ridge|3,mae_ah,4.829043081188024,4.829043081188024,0.0,0.0001,True
group_cv.csv,ridge|3,rmse_ah,5.755819522093963,5.755819522093963,0.0,0.0001,True
group_cv.csv,ridge|3,r2,0.0616205072880372,0.0616205072880372,0.0,0.0001,True
group_cv.csv,ridge|3,vehicle_macro_mae_ah,4.836035142312203,4.836035142312203,0.0,0.0001,True
group_cv.csv,random_forest|3,n,3051.0,3051.0,0.0,0.0,True
group_cv.csv,random_forest|3,vehicles,2.0,2.0,0.0,0.0,True
group_cv.csv,random_forest|3,mae_ah,3.885174879515965,3.8851748795159655,4.440892098500626e-16,0.0001,True
group_cv.csv,random_forest|3,rmse_ah,5.114511158956541,5.114511158956541,0.0,0.0001,True
group_cv.csv,random_forest|3,r2,0.259078097103493,0.259078097103493,0.0,0.0001,True
group_cv.csv,random_forest|3,vehicle_macro_mae_ah,3.896006422037513,3.896006422037513,0.0,0.0001,True
group_cv.csv,train_mean|4,n,4519.0,4519.0,0.0,0.0,True
group_cv.csv,train_mean|4,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,train_mean|4,mae_ah,6.091175044893989,6.091175044893989,0.0,0.0001,True
group_cv.csv,train_mean|4,rmse_ah,7.27574806696177,7.27574806696177,0.0,0.0001,True
group_cv.csv,train_mean|4,r2,-0.0179620927850747,-0.0179620927850747,0.0,0.0001,True
group_cv.csv,train_mean|4,vehicle_macro_mae_ah,6.072205875943813,6.072205875943813,0.0,0.0001,True
group_cv.csv,ridge|4,n,4519.0,4519.0,0.0,0.0,True
group_cv.csv,ridge|4,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,ridge|4,mae_ah,5.187121312920219,5.187121312920219,0.0,0.0001,True
group_cv.csv,ridge|4,rmse_ah,6.217656095041839,6.217656095041839,0.0,0.0001,True
group_cv.csv,ridge|4,r2,0.2565877812374305,0.2565877812374305,0.0,0.0001,True
group_cv.csv,ridge|4,vehicle_macro_mae_ah,5.171778385429082,5.171778385429082,0.0,0.0001,True
group_cv.csv,random_forest|4,n,4519.0,4519.0,0.0,0.0,True
group_cv.csv,random_forest|4,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,random_forest|4,mae_ah,4.510153223439215,4.510153223439215,0.0,0.0001,True
group_cv.csv,random_forest|4,rmse_ah,5.814416306393872,5.814416306393872,0.0,0.0001,True
group_cv.csv,random_forest|4,r2,0.3498874529702473,0.3498874529702473,0.0,0.0001,True
group_cv.csv,random_forest|4,vehicle_macro_mae_ah,4.490746007468082,4.490746007468083,8.881784197001252e-16,0.0001,True
group_cv.csv,train_mean|5,n,4300.0,4300.0,0.0,0.0,True
group_cv.csv,train_mean|5,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,train_mean|5,mae_ah,4.23543725785656,4.23543725785656,0.0,0.0001,True
group_cv.csv,train_mean|5,rmse_ah,5.429273185319603,5.429273185319603,0.0,0.0001,True
group_cv.csv,train_mean|5,r2,-0.0389901686105422,-0.0389901686105422,0.0,0.0001,True
group_cv.csv,train_mean|5,vehicle_macro_mae_ah,4.235454526549348,4.235454526549348,0.0,0.0001,True
group_cv.csv,ridge|5,n,4300.0,4300.0,0.0,0.0,True
group_cv.csv,ridge|5,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,ridge|5,mae_ah,3.748481845026915,3.748481845026915,0.0,0.0001,True
group_cv.csv,ridge|5,rmse_ah,4.696114405076712,4.696114405076712,0.0,0.0001,True
group_cv.csv,ridge|5,r2,0.2226700774118276,0.2226700774118276,0.0,0.0001,True
group_cv.csv,ridge|5,vehicle_macro_mae_ah,3.783922853304022,3.783922853304022,0.0,0.0001,True
group_cv.csv,random_forest|5,n,4300.0,4300.0,0.0,0.0,True
group_cv.csv,random_forest|5,vehicles,3.0,3.0,0.0,0.0,True
group_cv.csv,random_forest|5,mae_ah,2.839962030680388,2.839962030680388,0.0,0.0001,True
group_cv.csv,random_forest|5,rmse_ah,3.854910562013638,3.854910562013638,0.0,0.0001,True
group_cv.csv,random_forest|5,r2,0.476210652678022,0.4762106526780219,1.1102230246251565e-16,0.0001,True
group_cv.csv,random_forest|5,vehicle_macro_mae_ah,2.8720843465329486,2.8720843465329486,0.0,0.0001,True
improvement,random_forest,percentage_points,30.33210846960136,30.332108469601373,1.4210854715202004e-14,0.01,True
