segment_id,vehicle,session_index,split,proxy_capacity_ah,soc_start,voltage_start,voltage_60,voltage_300,voltage_600,current_mean,tmax_mean,temperature_rise,cell_gap_mean,cell_gap_max
vehicle_018_session_00282,vehicle_018,282,test,127.12915046741453,66.0,351.4,353.25,356.975,361.3,-74.09600706666667,30.84,1,0.046466666666666635,0.04900000000000038
vehicle_018_session_00283,vehicle_018,283,test,125.59533563153195,16.8,326.0,327.29999999999995,329.0,330.3,-69.71067773333333,28.746666666666666,1,0.03245333333333335,0.039000000000000146
vehicle_018_session_00284,vehicle_018,284,test,126.44043500100163,14.4,324.4,325.9,328.2,329.6,-69.8460557894737,29.842105263157894,1,0.03569736842105259,0.041999999999999815
vehicle_018_session_00285,vehicle_018,285,test,128.1313790053311,57.2,341.8,344.20000000000005,346.8,349.4,-44.97106421052632,29.907894736842106,1,0.03939473684210525,0.04300000000000015
vehicle_018_session_00286,vehicle_018,286,test,124.98567584635416,34.0,328.8,329.2,329.9,330.8,-26.0,21.12,1,0.01702666666666668,0.019000000000000128
vehicle_018_session_00287,vehicle_018,287,test,123.10868101388887,18.0,325.3,326.65,328.0,328.8,-44.934668933333334,22.0,0,0.022559999999999997,0.026000000000000245
vehicle_018_session_00288,vehicle_018,288,test,126.28694685963619,52.4,339.9,342.35,346.8,350.8,-74.11867586666668,23.466666666666665,1,0.05194666666666667,0.058000000000000274
vehicle_018_session_00289,vehicle_018,289,test,125.82487726080247,25.6,327.1,328.3,329.6,330.5,-49.421333866666664,23.0,0,0.02306666666666663,0.025000000000000355
vehicle_018_session_00290,vehicle_018,290,test,125.37999159288196,33.6,330.5,331.7,333.70000000000005,336.0,-70.0092117105263,25.026315789473685,2,0.0325657894736842,0.03699999999999992
vehicle_018_session_00291,vehicle_018,291,test,125.61591821789321,30.4,329.6,330.9,332.4375,334.2,-70.03733666666668,22.44,1,0.031133333333333367,0.03399999999999981
vehicle_018_session_00292,vehicle_018,292,test,122.62440714285717,19.6,325.3,327.2,328.3,329.2,-44.75001,26.842105263157894,1,0.02173684210526319,0.02499999999999991
vehicle_018_session_00293,vehicle_018,293,test,127.82923416535644,55.2,339.9,342.29999999999995,344.9,347.5,-44.78685210526316,28.710526315789473,1,0.04119736842105267,0.04599999999999982
vehicle_018_session_00294,vehicle_018,294,test,125.15423694878474,31.2,329.9,331.0,332.7,334.6,-70.0184227631579,24.105263157894736,2,0.03198684210526317,0.03600000000000003
vehicle_018_session_00295,vehicle_018,295,test,124.15098348898465,32.8,330.3,332.0,334.0,336.1,-69.98815671052631,20.43421052631579,1,0.03238157894736843,0.03600000000000003
vehicle_018_session_00296,vehicle_018,296,test,123.24392219082449,22.4,327.4,328.4,329.6,330.7,-50.02105460526316,20.907894736842106,1,0.02307894736842107,0.02400000000000002
vehicle_018_session_00297,vehicle_018,297,test,125.54693186507936,42.0,333.3,334.65,337.4,341.4,-73.9813348,26.8,1,0.042306666666666624,0.052000000000000046
vehicle_018_session_00298,vehicle_018,298,test,127.43884863024935,46.8,335.3,337.15,341.05,345.8,-73.9499997368421,24.38157894736842,2,0.050171052631578957,0.057000000000000384
vehicle_018_session_00299,vehicle_018,299,test,126.22465131633498,44.4,334.2,335.8,338.85,343.3,-70.1066756,20.786666666666665,1,0.0447866666666667,0.05500000000000016
vehicle_018_session_00300,vehicle_018,300,test,127.21403212770062,48.8,336.6,338.4,342.7375,347.1,-70.07600586666668,21.586666666666666,1,0.050666666666666665,0.05699999999999994
vehicle_018_session_00301,vehicle_018,301,test,126.03185255348518,33.2,330.0,331.6,333.5,335.5,-70.22001186666665,21.133333333333333,2,0.03316,0.03699999999999992
vehicle_018_session_00302,vehicle_018,302,test,124.18828445623092,10.4,322.7,323.85,326.0,327.5,-49.9679984,24.946666666666665,1,0.0305466666666666,0.03400000000000025
vehicle_018_session_00303,vehicle_018,303,test,127.72042846520768,58.0,343.5,345.4,348.3,351.1,-49.700010000000006,22.026315789473685,1,0.03939473684210524,0.04400000000000004
vehicle_018_session_00304,vehicle_018,304,test,123.99992655790709,13.6,322.5,324.2,326.1,327.5,-44.77894763157895,26.0,0,0.027763157894736788,0.03100000000000014
vehicle_018_session_00305,vehicle_018,305,test,125.83470409422463,42.0,333.2,334.29999999999995,336.85,340.5,-69.97368157894736,29.61842105263158,1,0.03980263157894733,0.04800000000000004
vehicle_018_session_00306,vehicle_018,306,test,123.54326278683578,24.0,328.5,329.6,330.9,332.4,-69.86447749999998,27.31578947368421,1,0.029776315789473706,0.03200000000000003
vehicle_018_session_00307,vehicle_018,307,test,124.47713063512735,40.0,332.5,333.8,336.05,339.6,-69.90263236842105,28.13157894736842,2,0.038131578947368364,0.04600000000000026
vehicle_018_session_00308,vehicle_018,308,test,124.27779144841269,36.4,330.3,331.1,332.45,333.9,-45.90789723684211,29.0,0,0.025131578947368446,0.028000000000000025
vehicle_018_session_00309,vehicle_018,309,test,124.43759620172763,32.0,328.8,329.5,330.5,331.4,-39.914658133333326,27.16,1,0.021106666666666676,0.02300000000000013
vehicle_018_session_00310,vehicle_018,310,test,124.26814386193348,36.8,330.3,331.20000000000005,332.5,333.9,-40.10267666666667,14.506666666666666,1,0.023866666666666692,0.026000000000000245
vehicle_018_session_00311,vehicle_018,311,test,125.22513771883756,50.0,337.4,339.65,344.35,348.5,-70.2360156,20.08,2,0.05105333333333335,0.05600000000000005
vehicle_018_session_00312,vehicle_018,312,test,124.18743997911811,40.4,332.8,334.5,337.29999999999995,341.3,-74.20264065789475,21.105263157894736,2,0.04267105263157893,0.05300000000000038
vehicle_018_session_00313,vehicle_018,313,test,123.64429274587087,38.4,332.7,334.2,336.6888888888889,339.7,-70.48799853333333,18.053333333333335,2,0.03682666666666664,0.04400000000000004
vehicle_018_session_00314,vehicle_018,314,test,122.1013673097469,24.0,329.1,330.4,331.79999999999995,333.5,-70.47105460526316,15.986842105263158,2,0.02998684210526319,0.03200000000000003
vehicle_018_session_00315,vehicle_018,315,test,124.93958180912993,43.2,333.8,335.3,338.4,342.7,-70.17632605263157,20.80263157894737,1,0.04405263157894736,0.05500000000000016
vehicle_018_session_00316,vehicle_018,316,test,126.10241789896517,56.8,343.5,345.75,349.5,353.5,-70.03553302631578,21.907894736842106,1,0.04667105263157892,0.052999999999999936
vehicle_018_session_00317,vehicle_018,317,test,124.54436039964598,56.8,344.7,347.25,350.9,354.9,-69.9881567105263,16.644736842105264,1,0.047236842105263174,0.052000000000000046
vehicle_018_session_00318,vehicle_018,318,test,124.09623540100252,44.8,333.6,334.65,336.6,338.9,-39.80935053333335,16.72,1,0.03137333333333331,0.0389999999999997
vehicle_018_session_00319,vehicle_018,319,test,123.95789294546074,65.2,351.4,353.45000000000005,357.15,361.1,-70.16801226666666,18.866666666666667,1,0.043973333333333336,0.04500000000000037
vehicle_018_session_00320,vehicle_018,320,test,124.52497941468255,38.8,331.4,332.4,334.0,336.0,-50.060531315789476,21.67105263157895,1,0.028802631578947382,0.03299999999999992
vehicle_018_session_00321,vehicle_018,321,test,122.53805145365574,20.4,325.7,327.29999999999995,328.5,329.2,-44.701325999999995,23.88,1,0.021453333333333376,0.02400000000000002
vehicle_018_session_00322,vehicle_018,322,test,125.44584921725335,4.8,318.6,321.0,323.25,325.3,-50.02238539473685,24.0,0,0.03271052631578947,0.03600000000000003
vehicle_018_session_00323,vehicle_018,323,test,123.30478968954249,29.6,328.5,329.4,330.5,331.6,-44.819752500000014,21.473684210526315,1,0.02255263157894738,0.02400000000000002
vehicle_018_session_00324,vehicle_018,324,test,124.42846357098766,7.6,322.4,324.0,326.9,328.9,-69.9706684,22.2,1,0.03747999999999996,0.040000000000000036
vehicle_018_session_00325,vehicle_018,325,test,125.93757935528126,65.2,350.3,352.0,354.54999999999995,357.4,-49.48684078947368,20.276315789473685,1,0.03655263157894737,0.038000000000000256
vehicle_018_session_00326,vehicle_018,326,test,125.8059281418011,48.0,335.3,336.5,339.4,343.0,-49.79068573333335,23.0,0,0.0416933333333333,0.04899999999999993
vehicle_018_session_00327,vehicle_018,327,test,122.89514961805556,70.0,355.7,357.575,361.175,365.5,-70.25334053333333,22.933333333333334,1,0.04497333333333332,0.0470000000000006
vehicle_018_session_00328,vehicle_018,328,test,122.31151040387428,21.6,327.8,329.2,330.8,332.2,-70.35200400000001,20.866666666666667,2,0.03072000000000003,0.03200000000000003
vehicle_018_session_00329,vehicle_018,329,test,122.76011619475139,25.2,328.6,330.0,331.5,333.2,-69.9440024,23.053333333333335,2,0.029973333333333373,0.03300000000000036
vehicle_018_session_00330,vehicle_018,330,test,127.13760643476435,71.2,353.3,355.15,358.0,360.3,-37.340000052,23.0,0,0.03178666666666666,0.03400000000000025
vehicle_018_session_00331,vehicle_018,331,test,124.6192763245885,32.8,330.2,331.35,333.2,335.2,-70.29067933333333,25.44,1,0.03193333333333337,0.03500000000000014
vehicle_018_session_00332,vehicle_018,332,test,122.04913017585932,35.2,331.3,332.6,333.6,334.9,-39.71732373333333,19.0,0,0.02298666666666667,0.026000000000000245
vehicle_018_session_00333,vehicle_018,333,test,122.46750172689283,6.8,322.4,324.15,327.1,329.1,-69.83816486842106,18.18421052631579,1,0.034486842105263135,0.03699999999999992
vehicle_018_session_00334,vehicle_018,334,test,124.30806488742236,33.2,330.3,331.65,333.6,335.7,-70.01974,22.013157894736842,2,0.03328947368421055,0.03799999999999981
vehicle_018_session_00335,vehicle_018,335,test,126.24465476992145,58.0,344.1,345.5,348.075,350.5,-43.77467400000001,19.773333333333333,1,0.03741333333333331,0.04200000000000026
vehicle_018_session_00336,vehicle_018,336,test,125.42488638438789,54.4,342.1,344.20000000000005,348.1,352.1,-70.74343657894737,23.82894736842105,1,0.04711842105263157,0.05400000000000027
vehicle_018_session_00337,vehicle_018,337,test,123.78208437089087,30.0,329.9,331.0375,332.7,334.4,-70.55067093333332,27.52,1,0.03074666666666668,0.03300000000000036
vehicle_018_session_00338,vehicle_018,338,test,125.27334487612616,53.2,340.5,342.85,346.85,351.0,-69.98026328947368,24.82894736842105,1,0.04851315789473687,0.05500000000000016
vehicle_018_session_00339,vehicle_018,339,test,125.30291229636593,44.4,332.4,335.4,338.5,342.8,-69.1157994736842,30.06578947368421,2,0.042644736842105235,0.052999999999999936
vehicle_018_session_00340,vehicle_018,340,test,123.86868344298252,29.2,329.2,330.6,332.15,333.9,-70.12632552631578,27.07894736842105,2,0.03052631578947369,0.03400000000000025
vehicle_018_session_00341,vehicle_018,341,test,124.14874123492324,36.8,330.8,331.65,333.25,334.9,-50.08267240000001,28.8,1,0.02674666666666665,0.029999999999999805
vehicle_018_session_00342,vehicle_018,342,test,123.9309611017897,38.4,331.7,333.25,335.5,338.3,-70.30263605263157,23.92105263157895,2,0.035868421052631556,0.041999999999999815
vehicle_018_session_00343,vehicle_018,343,test,126.06447008020349,69.2,354.6,356.20000000000005,359.6375,363.8,-70.16267386666668,28.773333333333333,1,0.04345333333333333,0.04500000000000037
vehicle_018_session_00344,vehicle_018,344,test,125.25830781459176,64.4,351.0,352.45,355.95000000000005,359.9,-69.64211526315789,29.88157894736842,1,0.043802631578947364,0.04500000000000037
vehicle_018_session_00345,vehicle_018,345,test,125.82932181254998,42.0,332.8,334.15,336.8,340.3,-70.28935226666665,30.813333333333333,1,0.03947999999999996,0.04800000000000004
vehicle_018_session_00346,vehicle_018,346,test,124.21577893217896,36.0,330.8,331.65,333.25,334.9,-49.81334933333335,24.333333333333332,1,0.026640000000000004,0.03000000000000025
vehicle_018_session_00347,vehicle_018,347,test,124.11059745792782,43.2,333.6,334.95,337.7375,342.1,-70.09067573333334,32.25333333333333,2,0.04155999999999998,0.051000000000000156
vehicle_018_session_00348,vehicle_018,348,test,124.84965191870214,51.2,338.5,340.9,345.2,349.3,-70.33290171052631,27.026315789473685,2,0.0502894736842105,0.05500000000000016
vehicle_018_session_00349,vehicle_018,349,test,125.25873635446347,50.8,338.5,340.4,344.79999999999995,348.9,-70.29343407894737,27.86842105263158,1,0.050789473684210516,0.05600000000000005
vehicle_018_session_00350,vehicle_018,350,test,123.0546405965392,24.4,327.8,328.9,330.1,331.1,-50.03467293333335,21.826666666666668,1,0.023120000000000036,0.02499999999999991
vehicle_018_session_00351,vehicle_018,351,test,122.60243254403797,16.0,325.3,326.475,328.2375,329.2,-50.00400373333334,16.986666666666668,1,0.026973333333333342,0.03200000000000003
